,unique_tx,city,state,zipcode,credit_card_limit,date,transaction_dollar_amount,Long,Lat,date_only,hour_only,day_of_the_week,num_day,month_only,year_only,session,classification
31395,9430574789596024,San Antonio,PR,690,20000,2015-09-08 19:15:05,167.62,-67.1209099504291,18.4726263146483,2015-09-08,19,Tuesday,2,9,2015,Evening-Night,Fraud
31396,9430574789596024,San Antonio,PR,690,20000,2015-10-04 19:23:52,168.88,-67.0838206728377,18.5362550663788,2015-10-04,19,Sunday,0,10,2015,Evening-Night,Fraud
31397,9430574789596024,San Antonio,PR,690,20000,2015-08-17 18:13:10,96.28,-67.1096432468526,18.4517125234558,2015-08-17,18,Monday,1,8,2015,Afternoon,Fraud
31398,9430574789596024,San Antonio,PR,690,20000,2015-10-17 20:38:19,69.54,-67.0310813267326,18.4772004652073,2015-10-17,20,Saturday,6,10,2015,Evening-Night,Fraud
31399,9430574789596024,San Antonio,PR,690,20000,2015-10-14 20:12:13,135.75,-67.098817534112,18.5355149770995,2015-10-14,20,Wednesday,3,10,2015,Evening-Night,Fraud
31400,9430574789596024,San Antonio,PR,690,20000,2015-10-22 17:49:05,173.17,-67.152244787867,18.4810009516731,2015-10-22,17,Thursday,4,10,2015,Afternoon,Fraud
31401,9430574789596024,San Antonio,PR,690,20000,2015-10-10 15:20:27,101.88,-67.1214580310997,18.432028872649,2015-10-10,15,Saturday,6,10,2015,Afternoon,Fraud
31402,9430574789596024,San Antonio,PR,690,20000,2015-10-08 00:28:00,52.33,-67.0467752255828,18.4392930733058,2015-10-08,24,Thursday,4,10,2015,Evening-Night,Fraud
31403,9430574789596024,San Antonio,PR,690,20000,2015-09-03 16:57:47,164.55,-67.1332035483642,18.5138050028862,2015-09-03,16,Thursday,4,9,2015,Afternoon,Fraud
31404,9430574789596024,San Antonio,PR,690,20000,2015-09-16 20:47:28,9.43,-67.0181142380214,18.5098429925944,2015-09-16,20,Wednesday,3,9,2015,Evening-Night,Fraud
31405,9430574789596024,San Antonio,PR,690,20000,2015-09-03 22:11:28,125.96,-67.050575020539,18.5391885849173,2015-09-03,22,Thursday,4,9,2015,Evening-Night,Fraud
31406,9430574789596024,San Antonio,PR,690,20000,2015-08-18 03:13:09,157.47,-67.1417413282147,18.5691452411579,2015-08-18,3,Tuesday,2,8,2015,Late Night,Fraud
31407,9430574789596024,San Antonio,PR,690,20000,2015-08-22 00:01:28,37.83,-67.16606121422,18.4811830719829,2015-08-22,24,Saturday,6,8,2015,Evening-Night,Fraud
31408,9430574789596024,San Antonio,PR,690,20000,2015-09-24 16:20:55,100.0,-67.1742659035137,18.5203690700354,2015-09-24,16,Thursday,4,9,2015,Afternoon,Fraud
31409,9430574789596024,San Antonio,PR,690,20000,2015-10-03 21:53:55,112.03,-67.0935418915515,18.4696959143658,2015-10-03,21,Saturday,6,10,2015,Evening-Night,Fraud
31410,9430574789596024,San Antonio,PR,690,20000,2015-08-21 18:40:09,74.55,-67.096139851762,18.4699376105549,2015-08-21,18,Friday,5,8,2015,Afternoon,Fraud
31411,9430574789596024,San Antonio,PR,690,20000,2015-10-08 19:31:22,102.04,-67.041909162191,18.5182805251964,2015-10-08,19,Thursday,4,10,2015,Evening-Night,Fraud
31412,9430574789596024,San Antonio,PR,690,20000,2015-08-15 21:21:56,95.91,-67.1215497059094,18.5294917406825,2015-08-15,21,Saturday,6,8,2015,Evening-Night,Fraud
31413,9430574789596024,San Antonio,PR,690,20000,2015-08-15 21:21:57,70.83,-67.1518272447328,18.5197136652947,2015-08-15,21,Saturday,6,8,2015,Evening-Night,Fraud
31414,9430574789596024,San Antonio,PR,690,20000,2015-08-15 21:21:58,60.74,-67.1051786063968,18.4915654370487,2015-08-15,21,Saturday,6,8,2015,Evening-Night,Fraud
31415,9430574789596024,San Antonio,PR,690,20000,2015-09-05 22:35:40,120.42,-67.0607589654661,18.4533664646409,2015-09-05,22,Saturday,6,9,2015,Evening-Night,Fraud
31416,9430574789596024,San Antonio,PR,690,20000,2015-08-15 20:40:34,83.26,-67.0783861144689,18.5561659465748,2015-08-15,20,Saturday,6,8,2015,Evening-Night,Fraud
31417,9430574789596024,San Antonio,PR,690,20000,2015-09-11 20:47:07,68.03,-67.1881167861293,18.4973139491763,2015-09-11,20,Friday,5,9,2015,Evening-Night,Fraud
31418,9430574789596024,San Antonio,PR,690,20000,2015-08-22 19:11:38,93.01,-67.1099448285621,18.5492454616557,2015-08-22,19,Saturday,6,8,2015,Evening-Night,Fraud
31419,9430574789596024,San Antonio,PR,690,20000,2015-09-02 23:42:38,90.9,-67.0972914029347,18.5249013457995,2015-09-02,23,Wednesday,3,9,2015,Evening-Night,Fraud
31420,9430574789596024,San Antonio,PR,690,20000,2015-08-01 22:39:32,92.85,-67.0612599099475,18.5023752540138,2015-08-01,22,Saturday,6,8,2015,Evening-Night,Fraud
31421,9430574789596024,San Antonio,PR,690,20000,2015-08-18 18:42:43,50.49,-67.0738813590447,18.5081586263981,2015-08-18,18,Tuesday,2,8,2015,Afternoon,Fraud
31422,9430574789596024,San Antonio,PR,690,20000,2015-10-16 19:37:53,85.59,-67.0356228365442,18.4492395653453,2015-10-16,19,Friday,5,10,2015,Evening-Night,Fraud
31423,9430574789596024,San Antonio,PR,690,20000,2015-08-18 21:03:21,178.2,-67.0932245591949,18.4552192249469,2015-08-18,21,Tuesday,2,8,2015,Evening-Night,Fraud
31424,9430574789596024,San Antonio,PR,690,20000,2015-08-14 21:42:10,107.92,-67.101187798541,18.4255086055999,2015-08-14,21,Friday,5,8,2015,Evening-Night,Fraud
31425,9430574789596024,San Antonio,PR,690,20000,2015-10-15 22:59:13,71.77,-67.0740510524476,18.4389014356781,2015-10-15,22,Thursday,4,10,2015,Evening-Night,Fraud
31426,9430574789596024,San Antonio,PR,690,20000,2015-09-25 19:44:01,90.27,-67.1707894334912,18.4850101650345,2015-09-25,19,Friday,5,9,2015,Evening-Night,Fraud
31427,9430574789596024,San Antonio,PR,690,20000,2015-08-23 21:02:45,161.37,-67.0950081039726,18.5756112235531,2015-08-23,21,Sunday,0,8,2015,Evening-Night,Fraud
31428,9430574789596024,San Antonio,PR,690,20000,2015-09-22 15:42:45,108.54,-67.1220625552501,18.5135926813106,2015-09-22,15,Tuesday,2,9,2015,Afternoon,Fraud
31429,9430574789596024,San Antonio,PR,690,20000,2015-10-14 20:40:29,945.72,-67.0190081978317,18.4778457493358,2015-10-14,20,Wednesday,3,10,2015,Evening-Night,Fraud
31430,9430574789596024,San Antonio,PR,690,20000,2015-09-04 20:55:45,155.55,-67.1529017471724,18.4718595467896,2015-09-04,20,Friday,5,9,2015,Evening-Night,Fraud
31431,9430574789596024,San Antonio,PR,690,20000,2015-10-23 00:25:16,110.98,-67.0871287232586,18.5452820895658,2015-10-23,24,Friday,5,10,2015,Evening-Night,Fraud
31432,9430574789596024,San Antonio,PR,690,20000,2015-08-22 00:09:44,104.55,-67.094648715269,18.4789681851606,2015-08-22,24,Saturday,6,8,2015,Evening-Night,Fraud
31433,9430574789596024,San Antonio,PR,690,20000,2015-10-02 22:51:56,62.13,-67.1045161536578,18.4709210109435,2015-10-02,22,Friday,5,10,2015,Evening-Night,Fraud
31434,9430574789596024,San Antonio,PR,690,20000,2015-10-19 20:12:17,127.19,-67.0344641894703,18.4518184130236,2015-10-19,20,Monday,1,10,2015,Evening-Night,Fraud
31435,9430574789596024,San Antonio,PR,690,20000,2015-08-24 18:18:01,125.38,-67.1796400411365,18.5066608337479,2015-08-24,18,Monday,1,8,2015,Afternoon,Fraud
31436,9430574789596024,San Antonio,PR,690,20000,2015-08-28 19:41:21,86.29,-67.1507857806896,18.5673755194954,2015-08-28,19,Friday,5,8,2015,Evening-Night,Fraud
31437,9430574789596024,San Antonio,PR,690,20000,2015-08-28 19:59:23,40.13,-67.1526601689846,18.5181732959877,2015-08-28,19,Friday,5,8,2015,Evening-Night,Fraud
31438,9430574789596024,San Antonio,PR,690,20000,2015-10-23 17:10:48,140.02,-67.0750759710525,18.4183973468508,2015-10-23,17,Friday,5,10,2015,Afternoon,Fraud
31439,9430574789596024,San Antonio,PR,690,20000,2015-10-14 20:15:55,87.9,-67.1716085641012,18.4565286435907,2015-10-14,20,Wednesday,3,10,2015,Evening-Night,Fraud
31440,9430574789596024,San Antonio,PR,690,20000,2015-10-29 22:54:09,18.52,-67.116959143968,18.5091133816161,2015-10-29,22,Thursday,4,10,2015,Evening-Night,Fraud
31441,9430574789596024,San Antonio,PR,690,20000,2015-08-27 19:50:06,10.1,-67.0492746434049,18.5205892411039,2015-08-27,19,Thursday,4,8,2015,Evening-Night,Fraud
31442,9430574789596024,San Antonio,PR,690,20000,2015-10-02 17:54:13,82.84,-67.1214696891719,18.5720905316162,2015-10-02,17,Friday,5,10,2015,Afternoon,Fraud
31443,9430574789596024,San Antonio,PR,690,20000,2015-09-12 21:27:45,21.38,-67.1720429440189,18.5125189644052,2015-09-12,21,Saturday,6,9,2015,Evening-Night,Fraud
31444,9430574789596024,San Antonio,PR,690,20000,2015-08-01 16:04:54,138.21,-67.1719646393069,18.4992832999092,2015-08-01,16,Saturday,6,8,2015,Afternoon,Fraud
31445,9430574789596024,San Antonio,PR,690,20000,2015-09-27 20:34:40,43.46,-67.0714457187882,18.4331591893763,2015-09-27,20,Sunday,0,9,2015,Evening-Night,Fraud
31446,9430574789596024,San Antonio,PR,690,20000,2015-08-21 00:10:11,96.92,-67.036293819364,18.484847801162,2015-08-21,24,Friday,5,8,2015,Evening-Night,Fraud
31447,9430574789596024,San Antonio,PR,690,20000,2015-08-15 20:27:53,111.39,-67.1224544463622,18.540346873142,2015-08-15,20,Saturday,6,8,2015,Evening-Night,Fraud
31448,9430574789596024,San Antonio,PR,690,20000,2015-08-22 21:25:49,11.56,-67.0144691214274,18.5231022406637,2015-08-22,21,Saturday,6,8,2015,Evening-Night,Fraud
31449,9430574789596024,San Antonio,PR,690,20000,2015-10-04 19:00:53,181.47,-67.1404047880974,18.5696717020722,2015-10-04,19,Sunday,0,10,2015,Evening-Night,Fraud
31450,9430574789596024,San Antonio,PR,690,20000,2015-08-09 00:06:21,50.77,-67.1287071898766,18.4623490051564,2015-08-09,24,Sunday,0,8,2015,Evening-Night,Fraud
31451,9430574789596024,San Antonio,PR,690,20000,2015-09-01 16:23:33,153.44,-67.0631873320894,18.5680117889606,2015-09-01,16,Tuesday,2,9,2015,Afternoon,Fraud
31452,9430574789596024,San Antonio,PR,690,20000,2015-09-29 15:15:03,66.01,-67.1668242526372,18.4802958152444,2015-09-29,15,Tuesday,2,9,2015,Afternoon,Fraud
31453,9430574789596024,San Antonio,PR,690,20000,2015-09-24 19:50:05,60.46,-67.0700095196543,18.4251630368419,2015-09-24,19,Thursday,4,9,2015,Evening-Night,Fraud
31454,9430574789596024,San Antonio,PR,690,20000,2015-10-24 03:31:47,27.77,-67.0593691512919,18.5173377037052,2015-10-24,3,Saturday,6,10,2015,Late Night,Fraud
31455,9430574789596024,San Antonio,PR,690,20000,2015-08-31 20:13:18,114.2,-67.0745878125263,18.5058802910805,2015-08-31,20,Monday,1,8,2015,Evening-Night,Fraud
31456,9430574789596024,San Antonio,PR,690,20000,2015-09-01 17:57:05,90.54,-67.165036079171,18.4681597893983,2015-09-01,17,Tuesday,2,9,2015,Afternoon,Fraud
31457,9430574789596024,San Antonio,PR,690,20000,2015-09-10 22:48:31,63.93,-67.1083399516213,18.5719022455937,2015-09-10,22,Thursday,4,9,2015,Evening-Night,Fraud
31458,9430574789596024,San Antonio,PR,690,20000,2015-10-22 19:16:26,89.15,-67.0281008453724,18.4877781872074,2015-10-22,19,Thursday,4,10,2015,Evening-Night,Fraud
31459,9430574789596024,San Antonio,PR,690,20000,2015-08-20 05:01:46,0.29,-67.0618627369559,18.5639703124937,2015-08-20,5,Thursday,4,8,2015,Late Night,Fraud
31460,9430574789596024,San Antonio,PR,690,20000,2015-10-27 21:39:12,179.12,-67.0575787954311,18.4857809152041,2015-10-27,21,Tuesday,2,10,2015,Evening-Night,Fraud
31461,9430574789596024,San Antonio,PR,690,20000,2015-08-05 22:16:32,96.49,-67.0181178147386,18.526942273982,2015-08-05,22,Wednesday,3,8,2015,Evening-Night,Fraud
31462,9430574789596024,San Antonio,PR,690,20000,2015-08-21 21:16:30,46.83,-67.1350033230105,18.5031472023683,2015-08-21,21,Friday,5,8,2015,Evening-Night,Fraud
31463,9430574789596024,San Antonio,PR,690,20000,2015-08-01 15:42:54,132.01,-67.1118017588849,18.5625216691659,2015-08-01,15,Saturday,6,8,2015,Afternoon,Fraud
31464,9430574789596024,San Antonio,PR,690,20000,2015-10-18 03:41:19,149.85,-67.0647986514937,18.4769326147625,2015-10-18,3,Sunday,0,10,2015,Late Night,Fraud
31465,9430574789596024,San Antonio,PR,690,20000,2015-08-18 21:13:49,61.57,-67.1733530294547,18.4671377834408,2015-08-18,21,Tuesday,2,8,2015,Evening-Night,Fraud
31466,9430574789596024,San Antonio,PR,690,20000,2015-09-10 23:59:20,117.08,-67.1521105238483,18.4268171938998,2015-09-10,23,Thursday,4,9,2015,Evening-Night,Fraud
31467,9430574789596024,San Antonio,PR,690,20000,2015-10-18 21:10:51,94.8,-67.0220259160403,18.4782167566439,2015-10-18,21,Sunday,0,10,2015,Evening-Night,Fraud
31468,9430574789596024,San Antonio,PR,690,20000,2015-09-11 22:10:11,40.23,-67.0643891874337,18.4528388816553,2015-09-11,22,Friday,5,9,2015,Evening-Night,Fraud
31469,9430574789596024,San Antonio,PR,690,20000,2015-09-23 19:53:14,79.88,-67.1086085222408,18.4572832808955,2015-09-23,19,Wednesday,3,9,2015,Evening-Night,Fraud
31470,9430574789596024,San Antonio,PR,690,20000,2015-10-24 23:38:25,118.17,23.0940079800619,10.1475331599074,2015-10-24,23,Saturday,6,10,2015,Evening-Night,Fraud
31471,9430574789596024,San Antonio,PR,690,20000,2015-10-24 20:21:18,41.43,-67.1579372667281,18.514397147375,2015-10-24,20,Saturday,6,10,2015,Evening-Night,Fraud
31472,9430574789596024,San Antonio,PR,690,20000,2015-10-02 02:48:34,60.22,-67.1426679201766,18.4378755509894,2015-10-02,2,Friday,5,10,2015,Late Night,Fraud
31473,9430574789596024,San Antonio,PR,690,20000,2015-10-01 21:53:05,56.4,-67.1169539521884,18.4817570833775,2015-10-01,21,Thursday,4,10,2015,Evening-Night,Fraud
31474,9430574789596024,San Antonio,PR,690,20000,2015-08-27 20:14:34,36.68,-67.0287763728806,18.4479331642886,2015-08-27,20,Thursday,4,8,2015,Evening-Night,Fraud
31475,9430574789596024,San Antonio,PR,690,20000,2015-08-03 22:42:50,132.4,-67.0485695206127,18.4950751190107,2015-08-03,22,Monday,1,8,2015,Evening-Night,Fraud
31476,9430574789596024,San Antonio,PR,690,20000,2015-08-04 21:56:30,98.83,-67.1839858149466,18.5033564094529,2015-08-04,21,Tuesday,2,8,2015,Evening-Night,Fraud
31477,9430574789596024,San Antonio,PR,690,20000,2015-10-16 16:58:20,117.89,-67.1757638109119,18.4804696875128,2015-10-16,16,Friday,5,10,2015,Afternoon,Fraud
31478,9430574789596024,San Antonio,PR,690,20000,2015-09-23 17:47:23,181.47,-67.0566248525902,18.5305096354148,2015-09-23,17,Wednesday,3,9,2015,Afternoon,Fraud
31479,9430574789596024,San Antonio,PR,690,20000,2015-09-24 12:54:39,58.19,-67.1603138168931,18.5122600662181,2015-09-24,12,Thursday,4,9,2015,Morning,Fraud
31480,9430574789596024,San Antonio,PR,690,20000,2015-08-22 19:35:06,35.89,-67.049737413981,18.491691239635,2015-08-22,19,Saturday,6,8,2015,Evening-Night,Fraud
31481,9430574789596024,San Antonio,PR,690,20000,2015-09-23 00:00:02,887.44,-67.041479889031,18.4857775564887,2015-09-23,24,Wednesday,3,9,2015,Evening-Night,Fraud
31482,9430574789596024,San Antonio,PR,690,20000,2015-09-05 23:57:04,141.57,-67.142633466566,18.4201813254931,2015-09-05,23,Saturday,6,9,2015,Evening-Night,Fraud
31483,9430574789596024,San Antonio,PR,690,20000,2015-08-11 21:19:10,142.36,-67.0648745717494,18.442909247111,2015-08-11,21,Tuesday,2,8,2015,Evening-Night,Fraud
31484,9430574789596024,San Antonio,PR,690,20000,2015-09-08 23:31:57,145.7,-67.0263422925251,18.4777082002367,2015-09-08,23,Tuesday,2,9,2015,Evening-Night,Fraud
31485,9430574789596024,San Antonio,PR,690,20000,2015-09-20 19:01:09,145.77,-67.1847754814335,18.5126932227148,2015-09-20,19,Sunday,0,9,2015,Evening-Night,Fraud
31486,9430574789596024,San Antonio,PR,690,20000,2015-09-16 00:22:18,154.1,-67.0708276728495,18.4230537745331,2015-09-16,24,Wednesday,3,9,2015,Evening-Night,Fraud
31487,9430574789596024,San Antonio,PR,690,20000,2015-10-20 14:46:07,42.43,-67.0731132398437,18.5225800134805,2015-10-20,14,Tuesday,2,10,2015,Afternoon,Fraud
31488,9430574789596024,San Antonio,PR,690,20000,2015-08-03 20:57:30,113.37,-67.0719367601675,18.5478864509277,2015-08-03,20,Monday,1,8,2015,Evening-Night,Fraud
31489,9430574789596024,San Antonio,PR,690,20000,2015-09-04 21:15:48,83.54,-67.1138488904088,18.4240676135191,2015-09-04,21,Friday,5,9,2015,Evening-Night,Fraud
31490,9430574789596024,San Antonio,PR,690,20000,2015-09-04 19:09:00,48.72,-67.0435183844905,18.5298034879123,2015-09-04,19,Friday,5,9,2015,Evening-Night,Fraud
31491,9430574789596024,San Antonio,PR,690,20000,2015-09-13 18:18:28,88.55,-67.0378142207039,18.5423166311124,2015-09-13,18,Sunday,0,9,2015,Afternoon,Fraud
31492,9430574789596024,San Antonio,PR,690,20000,2015-10-07 16:45:45,91.24,-67.0993272161789,18.5757096155236,2015-10-07,16,Wednesday,3,10,2015,Afternoon,Fraud
31493,9430574789596024,San Antonio,PR,690,20000,2015-10-29 23:47:37,26.17,-67.1068801764411,18.4685612778804,2015-10-29,23,Thursday,4,10,2015,Evening-Night,Fraud
31494,9430574789596024,San Antonio,PR,690,20000,2015-09-04 21:33:58,201.96,-67.0300633100997,18.4764785563874,2015-09-04,21,Friday,5,9,2015,Evening-Night,Fraud
31495,9430574789596024,San Antonio,PR,690,20000,2015-10-01 01:20:35,74.82,-67.1115218859583,18.4521717211787,2015-10-01,1,Thursday,4,10,2015,Late Night,Fraud
31496,9430574789596024,San Antonio,PR,690,20000,2015-10-24 19:59:15,75.94,-67.0696377638643,18.5312941616982,2015-10-24,19,Saturday,6,10,2015,Evening-Night,Fraud
31497,9430574789596024,San Antonio,PR,690,20000,2015-09-03 17:43:22,867.8,-67.0652827037663,18.5511375270883,2015-09-03,17,Thursday,4,9,2015,Afternoon,Fraud
31498,9430574789596024,San Antonio,PR,690,20000,2015-09-17 19:04:22,61.09,-67.0369656273149,18.5385605546115,2015-09-17,19,Thursday,4,9,2015,Evening-Night,Fraud
31499,9430574789596024,San Antonio,PR,690,20000,2015-09-18 20:45:54,59.34,-67.0543738002369,18.5184858147098,2015-09-18,20,Friday,5,9,2015,Evening-Night,Fraud
31500,9430574789596024,San Antonio,PR,690,20000,2015-08-07 18:29:50,17.41,-67.1498550466982,18.4232897157773,2015-08-07,18,Friday,5,8,2015,Afternoon,Fraud
31501,9430574789596024,San Antonio,PR,690,20000,2015-10-29 20:40:44,40.21,-67.1562340136071,18.5106376068971,2015-10-29,20,Thursday,4,10,2015,Evening-Night,Fraud
31502,9430574789596024,San Antonio,PR,690,20000,2015-09-11 19:24:44,73.77,-67.1424188294713,18.4652779906194,2015-09-11,19,Friday,5,9,2015,Evening-Night,Fraud
31503,9430574789596024,San Antonio,PR,690,20000,2015-08-14 18:40:29,97.69,-67.1755589647502,18.4830994740814,2015-08-14,18,Friday,5,8,2015,Afternoon,Fraud
31504,9430574789596024,San Antonio,PR,690,20000,2015-08-14 19:33:53,18.7,-67.1494270465853,18.4789159710968,2015-08-14,19,Friday,5,8,2015,Evening-Night,Fraud
31505,9430574789596024,San Antonio,PR,690,20000,2015-08-21 22:33:33,174.74,-67.0477518991671,18.4563337665677,2015-08-21,22,Friday,5,8,2015,Evening-Night,Fraud
31506,9430574789596024,San Antonio,PR,690,20000,2015-10-28 22:06:59,151.17,-67.080680072811,18.5810345767808,2015-10-28,22,Wednesday,3,10,2015,Evening-Night,Fraud
31507,9430574789596024,San Antonio,PR,690,20000,2015-10-17 18:24:28,114.47,-67.1734771943577,18.5307701670533,2015-10-17,18,Saturday,6,10,2015,Afternoon,Fraud
31508,9430574789596024,San Antonio,PR,690,20000,2015-10-08 22:45:45,99.71,-67.0297959523317,18.5260079973621,2015-10-08,22,Thursday,4,10,2015,Evening-Night,Fraud
31509,9430574789596024,San Antonio,PR,690,20000,2015-10-21 23:59:39,72.98,-67.1523794020042,18.443994285381,2015-10-21,23,Wednesday,3,10,2015,Evening-Night,Fraud
31510,9430574789596024,San Antonio,PR,690,20000,2015-08-04 20:59:35,86.85,-67.1152061703063,18.5611121038499,2015-08-04,20,Tuesday,2,8,2015,Evening-Night,Fraud
31511,9430574789596024,San Antonio,PR,690,20000,2015-08-13 22:43:37,100.38,-67.0802832311029,18.4580077829478,2015-08-13,22,Thursday,4,8,2015,Evening-Night,Fraud
31512,9430574789596024,San Antonio,PR,690,20000,2015-09-25 18:15:48,31.68,-67.0801105062431,18.4563803092547,2015-09-25,18,Friday,5,9,2015,Afternoon,Fraud
31513,9430574789596024,San Antonio,PR,690,20000,2015-10-18 03:21:28,151.92,-67.0766177735205,18.5035238649257,2015-10-18,3,Sunday,0,10,2015,Late Night,Fraud
31514,9430574789596024,San Antonio,PR,690,20000,2015-08-12 18:28:04,97.64,-67.114797957465,18.5413007311588,2015-08-12,18,Wednesday,3,8,2015,Afternoon,Fraud
31515,9430574789596024,San Antonio,PR,690,20000,2015-09-24 16:00:05,100.71,-67.0464940092197,18.4925902948786,2015-09-24,16,Thursday,4,9,2015,Afternoon,Fraud
31516,9430574789596024,San Antonio,PR,690,20000,2015-10-10 19:43:10,189.6,-67.1482190678949,18.5409963047698,2015-10-10,19,Saturday,6,10,2015,Evening-Night,Fraud
31517,9430574789596024,San Antonio,PR,690,20000,2015-08-22 22:09:31,56.95,-67.1157096570623,18.461558484049,2015-08-22,22,Saturday,6,8,2015,Evening-Night,Fraud
31518,9430574789596024,San Antonio,PR,690,20000,2015-10-27 22:29:53,24.22,-67.1319286470433,18.538514024007,2015-10-27,22,Tuesday,2,10,2015,Evening-Night,Fraud
31519,9430574789596024,San Antonio,PR,690,20000,2015-08-14 22:51:26,97.99,-67.0701806205676,18.437366595857,2015-08-14,22,Friday,5,8,2015,Evening-Night,Fraud
31520,9430574789596024,San Antonio,PR,690,20000,2015-10-10 23:26:19,98.98,-67.0347481925095,18.5160600103469,2015-10-10,23,Saturday,6,10,2015,Evening-Night,Fraud
31521,9430574789596024,San Antonio,PR,690,20000,2015-08-21 18:19:28,110.6,-67.1391717523231,18.5188447756386,2015-08-21,18,Friday,5,8,2015,Afternoon,Fraud
31522,9430574789596024,San Antonio,PR,690,20000,2015-08-13 21:13:31,100.39,-67.0896546435444,18.4979346343535,2015-08-13,21,Thursday,4,8,2015,Evening-Night,Fraud
31523,9430574789596024,San Antonio,PR,690,20000,2015-08-11 18:58:35,65.46,-67.0563404738461,18.4940118988363,2015-08-11,18,Tuesday,2,8,2015,Afternoon,Fraud
